Distance ,Temperature,Red,Green,Blue,Intensity,Lightsetting,Light,Type,Volume
8,26.38,53,55,39,52.5727,Med,82,Water,250
8,26.38,53,55,39,52.5727,Med,89,Water,250
8,26.38,53,55,39,52.5727,Med,84,Water,250
8,26.38,53,55,39,52.5727,Med,80,Water,250
8,26.38,53,55,39,52.5727,Med,84,Water,250
8,26.38,53,55,39,52.5727,Med,87,Water,250
8,26.38,53,55,39,52.5727,Med,82,Water,250
8,26.38,53,55,39,52.5727,Med,83,Water,250
8,26.38,53,55,39,52.5727,Med,88,Water,250
8,26.38,53,55,39,52.5727,Med,83,Water,250
8,26.38,53,55,39,52.5727,Med,81,Water,250
8,26.38,53,55,39,52.5727,Med,86,Water,250
8,26.38,53,55,39,52.5727,Med,86,Water,250
8,26.38,53,55,39,52.5727,Med,82,Water,250
8,26.38,53,55,39,52.5727,Med,85,Water,250
8,26.38,52,55,39,52.2738,Med,94,Water,250
8,26.38,52,55,39,52.2738,Med,83,Water,250
8,26.38,53,55,39,52.5727,Med,84,Water,250
8,26.38,53,55,39,52.5727,Med,86,Water,250
8,26.38,53,55,39,52.5727,Med,86,Water,250
8,26.38,53,55,39,52.5727,Med,82,Water,250
8,26.38,53,55,39,52.5727,Med,87,Water,250
8,26.38,53,55,39,52.5727,Med,88,Water,250
8,26.38,53,55,39,52.5727,Med,82,Water,250
8,26.38,23,28,23,25.9327,Dark,0,Water,250
