Distance ,Temperature,Red,Green,Blue,Intensity,Lightsetting,Light,Type,Volume
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,1,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,1,Orange,250
8,25.31,11,13,10,12.0589,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,10,12.0589,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.38,11,13,11,12.1729,Dark,0,Orange,250
8,25.38,11,13,11,12.1729,Dark,0,Orange,250
8,25.38,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,14,11,12.7599,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.38,11,13,11,12.1729,Dark,0,Orange,250
8,25.38,11,13,11,12.1729,Dark,0,Orange,250
8,25.38,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,2,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,1,Orange,250
8,25.38,11,13,11,12.1729,Dark,1,Orange,250
8,25.38,11,13,11,12.1729,Dark,1,Orange,250
8,25.38,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,1,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,14,11,12.7599,Dark,0,Orange,250
8,25.31,11,14,11,12.7599,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,2,Orange,250
8,25.31,11,14,11,12.7599,Dark,0,Orange,250
8,25.38,11,13,11,12.1729,Dark,0,Orange,250
8,25.38,11,14,11,12.7599,Dark,0,Orange,250
8,25.38,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.38,11,13,11,12.1729,Dark,0,Orange,250
8,25.38,11,13,11,12.1729,Dark,0,Orange,250
8,25.38,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,14,11,12.7599,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,14,11,12.7599,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,14,11,12.7599,Dark,0,Orange,250
8,25.31,11,14,11,12.7599,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,13,11,12.1729,Dark,0,Orange,250
8,25.31,11,14,11,12.7599,Dark,0,Orange,250
8,25.31,11,14,11,12.7599,Dark,0,Orange,250
8,25.31,11,14,11,12.7599,Dark,0,Orange,250
8,25.31,11,14,11,12.7599,Dark,0,Orange,250
8,25.31,11,14,11,12.7599,Dark,0,Orange,250
8,25.31,11,14,11,12.7599,Dark,0,Orange,250
8,25.25,151,124,61,124.8759,light,994,Orange,250
8,25.25,151,124,62,124.9899,light,994,Orange,250
8,25.25,151,124,62,124.9899,light,995,Orange,250
8,25.25,151,124,62,124.9899,light,998,Orange,250
8,25.25,151,124,62,124.9899,light,998,Orange,250
8,25.19,150,124,61,124.577,light,997,Orange,250
8,25.19,151,124,62,124.9899,light,995,Orange,250
8,25.19,151,125,62,125.5769,light,997,Orange,250
8,25.25,151,125,62,125.5769,light,999,Orange,250
8,25.25,151,124,62,124.9899,light,997,Orange,250
8,25.25,151,124,62,124.9899,light,996,Orange,250
8,25.25,151,125,62,125.5769,light,996,Orange,250
8,25.25,151,124,62,124.9899,light,997,Orange,250
8,25.25,151,124,61,124.8759,light,994,Orange,250
8,25.25,151,124,61,124.8759,light,997,Orange,250
8,25.25,151,125,62,125.5769,light,997,Orange,250
8,25.25,151,125,62,125.5769,light,995,Orange,250
8,25.25,151,124,61,124.8759,light,997,Orange,250
8,25.25,151,124,62,124.9899,light,999,Orange,250
8,25.25,152,125,62,125.8758,light,1000,Orange,250
8,25.25,152,125,62,125.8758,light,994,Orange,250
8,25.25,152,125,62,125.8758,light,997,Orange,250
8,25.25,152,125,62,125.8758,light,997,Orange,250
8,25.25,152,125,62,125.8758,light,996,Orange,250
8,25.25,152,126,62,126.4628,light,994,Orange,250
8,25.25,152,125,62,125.8758,light,999,Orange,250
8,25.25,152,125,62,125.8758,light,996,Orange,250
8,25.25,152,126,62,126.4628,light,995,Orange,250
8,25.25,152,126,62,126.4628,light,995,Orange,250
8,25.19,152,125,62,125.8758,light,996,Orange,250
8,25.19,152,125,62,125.8758,light,996,Orange,250
8,25.19,152,125,62,125.8758,light,996,Orange,250
8,25.25,152,126,62,126.4628,light,997,Orange,250
8,25.25,152,126,62,126.4628,light,998,Orange,250
8,25.25,152,126,62,126.4628,light,994,Orange,250
8,25.25,152,125,62,125.8758,light,996,Orange,250
8,25.25,152,125,62,125.8758,light,996,Orange,250
8,25.25,152,125,62,125.8758,light,997,Orange,250
8,25.25,151,125,62,125.5769,light,995,Orange,250
8,25.25,151,125,62,125.5769,light,996,Orange,250
8,25.25,152,126,62,126.4628,light,997,Orange,250
8,25.25,152,126,62,126.4628,light,995,Orange,250
8,25.25,151,125,62,125.5769,light,999,Orange,250
8,25.25,151,125,61,125.4629,light,999,Orange,250
8,25.25,151,125,61,125.4629,light,997,Orange,250
8,25.25,151,125,62,125.5769,light,997,Orange,250
8,25.25,151,125,61,125.4629,light,997,Orange,250
8,25.25,151,125,62,125.5769,light,996,Orange,250
8,25.25,151,125,61,125.4629,light,991,Orange,250
8,25.25,151,125,61,125.4629,light,995,Orange,250
8,25.25,151,125,61,125.4629,light,998,Orange,250
8,25.25,151,125,61,125.4629,light,996,Orange,250
8,25.25,151,125,61,125.4629,light,996,Orange,250
8,25.25,151,125,62,125.5769,light,997,Orange,250
8,25.25,151,125,61,125.4629,light,995,Orange,250
8,25.25,151,125,61,125.4629,light,994,Orange,250
8,25.25,151,125,61,125.4629,light,995,Orange,250
8,25.25,151,125,61,125.4629,light,998,Orange,250
8,25.25,151,125,61,125.4629,light,997,Orange,250
8,25.25,151,125,61,125.4629,light,996,Orange,250
8,25.25,151,125,61,125.4629,light,996,Orange,250
8,25.25,151,125,61,125.4629,light,998,Orange,250
8,25.25,151,125,61,125.4629,light,994,Orange,250
8,25.25,150,125,61,125.164,light,996,Orange,250
8,25.25,151,125,61,125.4629,light,1000,Orange,250
8,25.25,151,125,61,125.4629,light,998,Orange,250
8,25.25,151,125,61,125.4629,light,996,Orange,250
8,25.25,150,125,61,125.164,light,996,Orange,250
8,25.25,150,124,61,124.577,light,995,Orange,250
8,25.25,150,125,61,125.164,light,992,Orange,250
8,25.25,150,125,61,125.164,light,995,Orange,250
8,25.25,150,125,61,125.164,light,996,Orange,250
8,25.25,150,125,61,125.164,light,995,Orange,250
8,25.25,150,125,61,125.164,light,995,Orange,250
8,25.25,150,125,61,125.164,light,998,Orange,250
8,25.25,150,125,61,125.164,light,998,Orange,250
8,25.25,150,125,61,125.164,light,993,Orange,250
8,25.25,150,125,61,125.164,light,996,Orange,250
8,25.25,150,125,61,125.164,light,998,Orange,250
8,25.25,150,125,61,125.164,light,995,Orange,250
8,25.25,150,125,61,125.164,light,996,Orange,250
8,25.25,150,125,61,125.164,light,997,Orange,250
8,25.25,150,125,61,125.164,light,997,Orange,250
8,25.25,150,125,61,125.164,light,993,Orange,250
8,25.25,150,125,61,125.164,light,996,Orange,250
8,25.25,150,125,61,125.164,light,997,Orange,250
8,25.25,150,125,61,125.164,light,994,Orange,250
8,25.25,150,125,61,125.164,light,994,Orange,250
8,25.25,150,125,61,125.164,light,999,Orange,250
8,25.25,150,125,61,125.164,light,999,Orange,250
8,25.25,150,125,61,125.164,light,998,Orange,250
8,25.25,150,125,61,125.164,light,997,Orange,250
8,25.25,150,125,61,125.164,light,996,Orange,250
8,25.25,150,125,61,125.164,light,996,Orange,250
8,25.25,149,124,61,124.2781,light,995,Orange,250
8,25.25,150,125,61,125.164,light,994,Orange,250
8,25.25,150,125,61,125.164,light,996,Orange,250
8,25.25,150,125,61,125.164,light,995,Orange,250
8,25.25,149,125,61,124.8651,light,998,Orange,250
8,25.25,150,125,61,125.164,light,997,Orange,250
8,25.25,149,124,61,124.2781,light,995,Orange,250
8,25.25,149,124,61,124.2781,light,994,Orange,250
8,25.25,149,124,61,124.2781,light,997,Orange,250
8,25.25,150,125,61,125.164,light,997,Orange,250
8,25.25,150,125,61,125.164,light,996,Orange,250
8,25.25,149,125,61,124.8651,light,996,Orange,250
8,25.25,149,124,61,124.2781,light,998,Orange,250
8,25.25,149,125,61,124.8651,light,996,Orange,250
8,25.25,150,125,61,125.164,light,996,Orange,250
8,25.25,150,125,61,125.164,light,996,Orange,250
8,25.25,150,125,61,125.164,light,997,Orange,250
8,25.25,150,125,61,125.164,light,995,Orange,250
8,25.25,150,125,61,125.164,light,999,Orange,250
8,25.25,150,125,61,125.164,light,1000,Orange,250
8,25.25,149,124,61,124.2781,light,997,Orange,250
8,25.25,150,125,61,125.164,light,997,Orange,250
8,25.25,150,125,61,125.164,light,996,Orange,250
8,25.25,150,125,61,125.164,light,996,Orange,250
8,25.25,150,125,61,125.164,light,992,Orange,250
8,25.25,149,124,61,124.2781,light,996,Orange,250
8,25.25,149,124,61,124.2781,light,996,Orange,250
8,25.25,150,125,61,125.164,light,996,Orange,250
8,25.25,150,125,61,125.164,light,996,Orange,250
8,25.25,150,125,61,125.164,light,996,Orange,250
8,25.25,149,124,61,124.2781,light,997,Orange,250
8,25.25,150,125,61,125.164,light,994,Orange,250
8,25.25,149,124,61,124.2781,light,996,Orange,250
8,25.25,149,124,61,124.2781,light,996,Orange,250
8,25.25,150,125,61,125.164,light,996,Orange,250
8,25.25,150,125,61,125.164,light,996,Orange,250
8,25.25,150,125,61,125.164,light,996,Orange,250
8,25.25,149,124,61,124.2781,light,996,Orange,250
8,25.25,149,124,61,124.2781,light,995,Orange,250
8,25.25,149,125,61,124.8651,light,996,Orange,250
8,25.25,150,125,61,125.164,light,996,Orange,250
8,25.25,150,125,61,125.164,light,996,Orange,250
8,25.25,149,125,61,124.8651,light,999,Orange,250
8,25.25,150,125,61,125.164,light,1001,Orange,250
8,25.25,149,125,61,124.8651,light,998,Orange,250
8,25.25,149,124,61,124.2781,light,995,Orange,250
8,25.25,149,125,61,124.8651,light,997,Orange,250
8,25.25,150,125,61,125.164,light,997,Orange,250
8,25.25,150,125,61,125.164,light,992,Orange,250
8,25.25,149,125,61,124.8651,light,996,Orange,250
8,25.25,149,124,61,124.2781,light,996,Orange,250
8,25.25,149,124,61,124.2781,light,997,Orange,250
8,25.25,149,125,61,124.8651,light,996,Orange,250
8,25.25,150,125,61,125.164,light,998,Orange,250
8,25.25,149,125,61,124.8651,light,995,Orange,250
8,25.25,149,124,61,124.2781,light,995,Orange,250
8,25.25,149,124,61,124.2781,light,997,Orange,250
8,25.25,149,124,61,124.2781,light,998,Orange,250
8,25.25,148,124,60,123.8652,light,996,Orange,250
8,25.25,149,124,61,124.2781,light,996,Orange,250
8,25.25,149,124,61,124.2781,light,997,Orange,250
8,25.25,149,124,61,124.2781,light,997,Orange,250
8,25.25,149,124,61,124.2781,light,994,Orange,250
8,25.25,148,124,60,123.8652,light,996,Orange,250
8,25.25,148,124,61,123.9792,light,996,Orange,250
8,25.25,149,125,61,124.8651,light,998,Orange,250
8,25.25,149,124,61,124.2781,light,998,Orange,250
8,25.25,148,124,61,123.9792,light,997,Orange,250
8,25.25,149,124,61,124.2781,light,996,Orange,250
8,25.25,149,124,61,124.2781,light,995,Orange,250
8,25.25,148,124,60,123.8652,light,995,Orange,250
8,25.25,148,124,60,123.8652,light,995,Orange,250
8,25.25,148,124,61,123.9792,light,993,Orange,250
8,25.25,149,124,61,124.2781,light,995,Orange,250
8,25.25,148,124,61,123.9792,light,996,Orange,250
8,25.25,148,124,61,123.9792,light,998,Orange,250
8,25.25,148,124,60,123.8652,light,994,Orange,250
8,25.25,148,124,61,123.9792,light,996,Orange,250
8,25.25,148,124,61,123.9792,light,996,Orange,250
8,25.25,148,124,61,123.9792,light,995,Orange,250
8,25.25,148,124,60,123.8652,light,995,Orange,250
8,25.25,148,124,61,123.9792,light,996,Orange,250
8,25.25,148,124,60,123.8652,light,996,Orange,250
8,25.25,148,124,60,123.8652,light,994,Orange,250
8,25.25,148,124,60,123.8652,light,996,Orange,250
8,25.25,148,124,61,123.9792,light,997,Orange,250
8,25.25,148,124,61,123.9792,light,995,Orange,250
8,25.25,148,124,60,123.8652,light,996,Orange,250
8,25.25,148,124,60,123.8652,light,999,Orange,250
8,25.25,147,123,60,122.9793,light,997,Orange,250
8,25.25,148,124,60,123.8652,light,995,Orange,250
8,25.25,148,124,60,123.8652,light,997,Orange,250
8,25.25,148,124,60,123.8652,light,994,Orange,250
8,25.25,147,124,60,123.5663,light,994,Orange,250
8,25.25,148,124,60,123.8652,light,994,Orange,250
8,25.25,147,124,60,123.5663,light,996,Orange,250
8,25.25,147,123,60,122.9793,light,997,Orange,250
8,25.25,148,124,60,123.8652,light,997,Orange,250
8,25.25,148,124,61,123.9792,light,996,Orange,250
8,25.25,148,124,60,123.8652,light,996,Orange,250
8,25.25,148,124,60,123.8652,light,995,Orange,250
8,25.25,148,124,60,123.8652,light,995,Orange,250
8,25.25,148,124,60,123.8652,light,996,Orange,250
8,25.25,148,124,60,123.8652,light,998,Orange,250
8,25.25,148,124,61,123.9792,light,994,Orange,250
8,25.25,148,124,60,123.8652,light,995,Orange,250
8,25.25,148,124,60,123.8652,light,996,Orange,250
8,25.25,148,124,60,123.8652,light,996,Orange,250
8,25.25,148,124,60,123.8652,light,994,Orange,250
8,25.25,148,124,60,123.8652,light,996,Orange,250
8,25.25,148,124,61,123.9792,light,997,Orange,250
8,25.25,148,124,61,123.9792,light,997,Orange,250
8,25.25,148,124,60,123.8652,light,1000,Orange,250
8,25.25,147,124,60,123.5663,light,998,Orange,250
8,25.25,147,124,60,123.5663,light,997,Orange,250
8,25.25,147,124,60,123.5663,light,994,Orange,250
8,25.25,148,124,60,123.8652,light,996,Orange,250
8,25.25,148,124,60,123.8652,light,995,Orange,250
8,25.31,148,124,60,123.8652,light,993,Orange,250
8,25.31,148,124,60,123.8652,light,996,Orange,250
8,25.31,148,124,60,123.8652,light,996,Orange,250
8,25.31,147,124,60,123.5663,light,996,Orange,250
8,25.31,148,124,60,123.8652,light,996,Orange,250
8,25.31,148,124,61,123.9792,light,995,Orange,250
8,25.25,148,124,61,123.9792,light,997,Orange,250
8,25.25,148,124,60,123.8652,light,993,Orange,250
8,25.25,147,124,60,123.5663,light,995,Orange,250
8,25.25,148,124,60,123.8652,light,1005,Orange,250
8,25.25,148,124,60,123.8652,light,995,Orange,250
8,25.25,148,124,60,123.8652,light,994,Orange,250
8,25.31,148,124,60,123.8652,light,994,Orange,250
8,25.31,148,124,60,123.8652,light,996,Orange,250
8,25.31,148,124,60,123.8652,light,994,Orange,250
8,25.31,147,124,60,123.5663,light,996,Orange,250
8,25.31,147,124,60,123.5663,light,997,Orange,250
8,25.31,148,124,60,123.8652,light,999,Orange,250
8,25.25,148,124,61,123.9792,light,997,Orange,250
8,25.25,148,124,60,123.8652,light,997,Orange,250
8,25.25,148,124,60,123.8652,light,998,Orange,250
8,25.25,147,124,60,123.5663,light,995,Orange,250
8,25.25,148,124,60,123.8652,light,995,Orange,250
8,25.25,148,124,60,123.8652,light,995,Orange,250
8,25.25,148,124,60,123.8652,light,994,Orange,250
8,25.25,148,124,60,123.8652,light,994,Orange,250
8,25.25,148,124,61,123.9792,light,997,Orange,250
8,25.25,148,124,61,123.9792,light,998,Orange,250
8,25.25,148,124,60,123.8652,light,996,Orange,250
8,25.25,148,124,60,123.8652,light,994,Orange,250
8,25.25,148,124,61,123.9792,light,994,Orange,250
8,25.25,148,124,61,123.9792,light,997,Orange,250
8,25.25,148,124,60,123.8652,light,994,Orange,250
8,25.25,148,124,60,123.8652,light,997,Orange,250
8,25.25,148,124,60,123.8652,light,996,Orange,250
8,25.25,148,124,61,123.9792,light,994,Orange,250
8,25.31,148,124,61,123.9792,light,995,Orange,250
8,25.31,148,124,60,123.8652,light,995,Orange,250
8,25.31,148,124,61,123.9792,light,997,Orange,250
8,25.31,148,124,61,123.9792,light,995,Orange,250
8,25.31,148,124,60,123.8652,light,996,Orange,250
8,25.31,148,124,60,123.8652,light,997,Orange,250
8,25.25,148,124,61,123.9792,light,998,Orange,250
8,25.25,148,124,61,123.9792,light,996,Orange,250
8,25.25,148,124,61,123.9792,light,997,Orange,250
8,25.25,148,124,60,123.8652,light,999,Orange,250
8,25.25,148,124,60,123.8652,light,994,Orange,250
8,25.25,148,124,61,123.9792,light,994,Orange,250
8,25.31,148,124,61,123.9792,light,996,Orange,250
8,25.31,148,124,60,123.8652,light,996,Orange,250
8,25.31,148,124,60,123.8652,light,995,Orange,250
8,25.25,148,124,60,123.8652,light,997,Orange,250
8,25.25,148,124,60,123.8652,light,996,Orange,250
8,25.25,148,124,60,123.8652,light,995,Orange,250
8,25.25,148,124,61,123.9792,light,995,Orange,250
8,25.25,148,124,61,123.9792,light,995,Orange,250
8,25.25,148,124,60,123.8652,light,996,Orange,250
8,25.31,148,124,60,123.8652,light,993,Orange,250
8,25.31,147,124,60,123.5663,light,995,Orange,250
8,25.31,148,124,61,123.9792,light,997,Orange,250
8,25.25,148,124,61,123.9792,light,996,Orange,250
8,25.25,148,124,60,123.8652,light,996,Orange,250
8,25.25,148,124,60,123.8652,light,997,Orange,250
8,25.31,147,124,60,123.5663,light,997,Orange,250
8,25.31,148,124,60,123.8652,light,998,Orange,250
8,25.31,147,124,60,123.5663,light,999,Orange,250
8,25.31,148,124,60,123.8652,light,997,Orange,250
8,25.31,148,124,60,123.8652,light,996,Orange,250
8,25.31,148,124,60,123.8652,light,995,Orange,250
8,25.25,147,124,60,123.5663,light,994,Orange,250
8,25.25,147,124,60,123.5663,light,996,Orange,250
8,25.25,148,124,60,123.8652,light,993,Orange,250
8,25.31,148,124,61,123.9792,light,994,Orange,250
8,25.31,148,124,60,123.8652,light,996,Orange,250
8,25.31,148,124,60,123.8652,light,996,Orange,250
8,25.31,147,124,60,123.5663,light,995,Orange,250
5,25,37,34,21,33.4113,Med,78,Orange,375
5,25,37,34,21,33.4113,Med,75,Orange,375
5,25,37,34,21,33.4113,Med,76,Orange,375
5,25,37,34,21,33.4113,Med,78,Orange,375
5,25,37,34,21,33.4113,Med,75,Orange,375
5,24.94,37,34,21,33.4113,Med,75,Orange,375
5,24.94,37,34,21,33.4113,Med,82,Orange,375
5,24.94,37,34,21,33.4113,Med,75,Orange,375
5,25,37,34,21,33.4113,Med,75,Orange,375
5,25,37,34,21,33.4113,Med,78,Orange,375
5,25,37,34,21,33.4113,Med,76,Orange,375
5,24.94,37,34,21,33.4113,Med,69,Orange,375
5,24.94,37,34,21,33.4113,Med,82,Orange,375
5,24.94,38,35,21,34.2972,Med,83,Orange,375
5,24.94,38,35,21,34.2972,Med,77,Orange,375
5,24.94,38,35,21,34.2972,Med,79,Orange,375
5,24.94,38,35,21,34.2972,Med,83,Orange,375
5,24.94,38,35,21,34.2972,Med,77,Orange,375
5,24.94,38,35,21,34.2972,Med,73,Orange,375
5,24.94,38,35,21,34.2972,Med,83,Orange,375
5,24.94,37,34,21,33.4113,Med,81,Orange,375
5,24.94,37,34,21,33.4113,Med,79,Orange,375
5,24.94,37,34,21,33.4113,Med,82,Orange,375
5,24.94,37,34,21,33.4113,Med,80,Orange,375
5,24.94,37,34,21,33.4113,Med,75,Orange,375
5,24.94,37,34,21,33.4113,Med,74,Orange,375
5,24.94,37,34,21,33.4113,Med,83,Orange,375
5,24.94,37,34,21,33.4113,Med,77,Orange,375
5,24.94,37,34,21,33.4113,Med,65,Orange,375
5,24.94,37,34,21,33.4113,Med,82,Orange,375
5,24.94,37,34,21,33.4113,Med,79,Orange,375
5,24.94,37,34,21,33.4113,Med,73,Orange,375
5,24.94,37,34,21,33.4113,Med,79,Orange,375
5,24.94,37,34,21,33.4113,Med,79,Orange,375
5,24.94,37,34,21,33.4113,Med,78,Orange,375
5,24.94,37,34,21,33.4113,Med,82,Orange,375
5,24.94,37,34,21,33.4113,Med,81,Orange,375
5,24.94,37,34,21,33.4113,Med,78,Orange,375
5,24.94,37,34,21,33.4113,Med,77,Orange,375
5,24.94,37,34,21,33.4113,Med,80,Orange,375
5,24.94,37,34,21,33.4113,Med,77,Orange,375
5,24.94,37,34,21,33.4113,Med,79,Orange,375
5,24.94,37,34,21,33.4113,Med,82,Orange,375
5,24.94,37,34,21,33.4113,Med,77,Orange,375
5,24.94,37,34,21,33.4113,Med,80,Orange,375
5,24.94,37,34,21,33.4113,Med,78,Orange,375
5,24.94,37,34,21,33.4113,Med,76,Orange,375
5,24.94,37,34,21,33.4113,Med,78,Orange,375
5,24.94,37,34,21,33.4113,Med,82,Orange,375
5,24.94,37,34,21,33.4113,Med,80,Orange,375
5,24.94,37,34,21,33.4113,Med,75,Orange,375
5,24.94,38,34,21,33.7102,Med,83,Orange,375
5,24.94,37,34,21,33.4113,Med,77,Orange,375
5,24.94,37,34,21,33.4113,Med,74,Orange,375
5,24.94,37,34,21,33.4113,Med,82,Orange,375
5,24.94,38,34,21,33.7102,Med,82,Orange,375
5,24.94,38,34,21,33.7102,Med,70,Orange,375
5,24.94,38,34,21,33.7102,Med,79,Orange,375
5,24.94,37,34,21,33.4113,Med,84,Orange,375
5,24.94,38,34,21,33.7102,Med,73,Orange,375
5,24.94,37,34,21,33.4113,Med,78,Orange,375
5,24.94,37,34,21,33.4113,Med,85,Orange,375
5,24.94,37,34,21,33.4113,Med,79,Orange,375
5,24.94,37,34,21,33.4113,Med,77,Orange,375
